677-C-bug-18192762-18193123,10,26,16,16,16,10,0,24,manual,NOREPAIR,150.334,,,,autogen,NOREPAIR,486.672,,,
677-C-bug-18206311-18206325,10,21,19,17,17,4,2,24,manual,NOREPAIR,130.717,,,,autogen,NOREPAIR,311.478,,,
677-C-bug-18262604-18262617,10,21,16,16,16,5,0,24,manual,TIMEOUT,10m,,,,autogen,TIMEOUT,10m,,,
8-B-bug-17229415-17229625,10,69,57,15,5,54,52,59,manual,TIMEOUT,10m,,,,autogen,TIMEOUT,10m,,,
8-B-bug-36489-36547,10,91,91,2,2,89,89,30,manual,REPAIR,112.195,39,60,60,autogen,VERIFICATIONFAILED,13.858,,,
8-B-bug-37890-37891,10,82,76,8,2,74,74,35,manual,NOREPAIR,33.828,,,,autogen,REPAIR,26.299,46,60,60
8-B-bug-459037-459038,10,63,63,63,63,0,0,31,manual,REPAIR,4.754,60,60,60,autogen,REPAIR,27.840,60,60,60
113-A-bug-683826-683913,11,356,304,53,2,303,302,79,manual,REPAIR,0.511,303,340,340,autogen,REPAIR,90.488,287,340,340
113-A-bug-691902-691903,11,360,337,25,3,335,334,68,manual,REPAIR,0.646,331,340,340,autogen,REPAIR,52.992,320,340,340
118-A-bug-18073097-18080639,11,57,53,15,11,42,42,29,manual,NOREPAIR,347.473,,,,autogen,NOREPAIR,377.168,,,
118-A-bug-18103516-18103560,11,57,51,15,9,42,42,30,manual,TIMEOUT,10m,,,,autogen,NOREPAIR,306.664,,,
118-A-bug-18109879-18109907,11,57,57,15,15,42,42,75,manual,NOREPAIR,467.869,,,,autogen,NOREPAIR,348.150,,,
118-A-bug-18134274-18134357,11,57,51,15,9,42,42,29,manual,TIMEOUT,10m,,,,autogen,NOREPAIR,178.344,,,
118-A-bug-18174609-18174835,11,57,53,15,11,42,42,26,manual,TIMEOUT,10m,,,,autogen,NOREPAIR,195.586,,,
118-A-bug-18174643-18174835,11,57,53,15,11,42,42,29,manual,TIMEOUT,10m,,,,autogen,NOREPAIR,205.034,,,
118-A-bug-18174652-18174835,11,57,56,15,14,42,42,63,manual,TIMEOUT,10m,,,,autogen,NOREPAIR,224.023,,,
118-A-bug-18174751-18174835,11,57,50,15,8,42,42,53,manual,TIMEOUT,10m,,,,autogen,NOREPAIR,219.480,,,
118-A-bug-18282023-18282195,11,57,51,15,9,42,42,26,manual,TIMEOUT,10m,,,,autogen,NOREPAIR,152.565,,,
118-A-bug-18294639-18294683,11,57,51,15,9,42,42,29,manual,TIMEOUT,10m,,,,autogen,NOREPAIR,155.180,,,
118-A-bug-18327752-18328450,11,57,57,11,11,46,46,38,manual,NOREPAIR,276.770,,,,autogen,NOREPAIR,345.216,,,
124-C-bug-5745829-5746012,11,62,24,8,5,54,19,33,manual,REPAIR,173.263,37,37,37,autogen,TIMEOUT,10m,,,
131-A-bug-18069181-18073244,11,61,10,10,10,51,0,23,manual,REPAIR,0.362,55,55,55,autogen,REPAIR,55.448,55,55,55
131-A-bug-18178430-18178436,11,65,64,4,4,61,60,28,manual,NOREPAIR,92.170,,,,autogen,TIMEOUT,10m,,,
131-A-bug-18178468-18252378,11,62,13,10,8,52,5,39,manual,TIMEOUT,10m,,,,autogen,NOREPAIR,292.033,,,
131-A-bug-18296690-18296701,11,65,62,4,4,61,58,29,manual,NOREPAIR,153.433,,,,autogen,NOREPAIR,253.196,,,
133-A-bug-17969403-17975791,11,88,65,13,13,75,52,27,manual,NOREPAIR,494.754,,,,autogen,REPAIR,18.672,85,85,85
133-A-bug-17992884-17992958,11,88,78,13,9,75,69,27,manual,REPAIR,2.191,68,85,85,autogen,REPAIR,28.880,85,85,85
133-A-bug-17993292-17993355,11,88,71,13,13,75,58,41,manual,REPAIR,3.068,68,85,85,autogen,REPAIR,39.244,81,85,85
133-A-bug-18017249-18017267,11,88,65,13,13,75,52,36,manual,REPAIR,2.081,68,85,85,autogen,REPAIR,35.084,81,85,85
133-A-bug-18047608-18047662,11,88,65,13,13,75,52,26,manual,REPAIR,0.310,85,85,85,autogen,REPAIR,18.408,85,85,85
133-A-bug-18048780-18048793,11,87,32,32,32,55,0,26,manual,REPAIR,2.717,73,84,84,autogen,REPAIR,24.375,30,84,84
133-A-bug-18066416-18066518,11,88,80,13,6,75,74,51,manual,REPAIR,0.348,69,85,85,autogen,REPAIR,44.999,85,85,85
133-A-bug-18158271-18158334,11,88,80,13,7,75,73,47,manual,REPAIR,4.020,68,85,85,autogen,REPAIR,53.333,81,85,85
133-A-bug-18217634-18217677,11,88,65,13,13,75,52,26,manual,REPAIR,3.678,68,85,85,autogen,REPAIR,28.924,30,85,85
133-A-bug-18285699-18285856,11,88,70,69,69,19,1,24,manual,REPAIR,0.391,28,85,85,autogen,NOREPAIR,140.508,,,
133-A-bug-18285725-18285856,11,88,65,13,13,75,52,25,manual,REPAIR,0.350,85,85,85,autogen,REPAIR,17.688,85,85,85
133-A-bug-18286216-18286228,11,88,65,13,13,75,52,26,manual,REPAIR,0.350,69,85,85,autogen,REPAIR,18.016,69,85,85
133-A-bug-18292018-18292024,11,88,80,13,7,75,73,41,manual,REPAIR,0.319,69,85,85,autogen,NOREPAIR,119.702,,,
133-A-bug-18296173-18296188,11,88,65,13,13,75,52,26,manual,REPAIR,0.371,69,85,85,autogen,REPAIR,18.466,69,85,85
133-A-bug-18327759-18327824,11,88,80,13,6,75,74,53,manual,REPAIR,4.294,68,85,85,autogen,REPAIR,58.877,81,85,85
133-A-bug-18348504-18348539,11,88,66,13,13,75,53,49,manual,REPAIR,0.343,69,85,85,autogen,REPAIR,45.412,81,85,85
133-A-bug-18355672-18355701,11,88,65,13,11,75,54,54,manual,REPAIR,3.740,68,85,85,autogen,REPAIR,64.434,85,85,85
133-C-bug-925626-925706,11,19,19,19,19,0,0,25,manual,REPAIR,16.505,5,5,5,autogen,REPAIR,50.970,5,5,5
133-C-bug-927836-927839,11,19,19,8,8,11,11,7,manual,NOREPAIR,88.398,,,,autogen,NOREPAIR,234.110,,,
137-A-bug-11590458-11590515,11,50,38,15,8,35,30,117,manual,TIMEOUT,10m,,,,autogen,NOREPAIR,222.663,,,
137-A-bug-8134102-8134128,11,50,42,9,1,41,41,39,manual,REPAIR,1.538,33,45,45,autogen,REPAIR,141.873,45,45,45
147-A-bug-1015775-1015776,11,78,65,46,33,32,32,30,manual,REPAIR,0.665,25,56,56,autogen,NOREPAIR,286.651,,,
147-A-bug-1045602-1045611,11,79,61,45,31,34,30,32,manual,TIMEOUT,10m,,,,autogen,NOREPAIR,148.977,,,
147-A-bug-1045605-1045611,11,78,46,44,44,34,2,27,manual,REPAIR,0.339,18,56,56,autogen,NOREPAIR,192.478,,,
147-A-bug-12915557-12915622,11,74,39,38,38,36,1,28,manual,NOREPAIR,457.041,,,,autogen,TIMEOUT,10m,,,
174-B-bug-1501641-1501825,11,69,65,4,2,65,63,59,manual,????,0.210,,,,autogen,REPAIR,319.117,48,48,48
180-C-bug-15764515-15764561,11,20,7,6,6,14,1,26,manual,????,0.107,,,,autogen,REPAIR,192.800,14,14,14
197-C-bug-11986074-11986110,11,23,23,23,23,0,0,27,manual,NOREPAIR,45.038,,,,autogen,NOREPAIR,124.060,,,
197-C-bug-2103086-2103090,11,23,23,6,6,17,17,26,manual,BUILDFAILED,465.265,,,,autogen,TIMEOUT,10m,,,
202-A-bug-1864388-1905671,11,59,39,29,28,30,11,26,manual,REPAIR,0.554,54,54,54,autogen,REPAIR,18.984,54,54,54
202-A-bug-1938570-1938571,11,59,59,59,59,0,0,25,manual,REPAIR,42.515,54,54,54,autogen,REPAIR,42.055,39,54,54
208-A-bug-17532993-17533015,11,73,57,59,57,14,0,28,manual,TIMEOUT,10m,,,,autogen,NOREPAIR,205.581,,,
208-A-bug-17922157-17922172,11,25,15,15,15,10,0,25,manual,NOREPAIR,66.003,,,,autogen,REPAIR,127.580,1,2,2
208-A-bug-18102368-18102377,11,62,62,62,62,0,0,25,manual,NOREPAIR,228.925,,,,autogen,NOREPAIR,508.402,,,
208-A-bug-18110250-18110255,11,74,13,68,7,6,6,83,manual,REPAIR,2.096,71,71,71,autogen,REPAIR,46.337,71,71,71
208-A-bug-18123262-18123289,11,74,31,68,25,6,6,47,manual,????,0.076,,,,autogen,NOREPAIR,75.838,,,
208-A-bug-18123271-18123289,11,74,36,68,30,6,6,71,manual,????,0.091,,,,autogen,NOREPAIR,88.426,,,
208-A-bug-18260832-18260860,11,74,42,41,41,33,1,31,manual,REPAIR,104.917,52,71,71,autogen,REPAIR,173.811,71,71,71
208-A-bug-18266864-18266892,11,81,40,31,31,50,9,45,manual,????,0.414,,,,autogen,NOREPAIR,68.384,,,
236-A-bug-18003726-18007529,11,91,64,39,39,52,25,61,manual,REPAIR,365.608,48,85,85,autogen,NOREPAIR,211.703,,,
236-A-bug-18003976-18004085,11,89,89,89,89,0,0,28,manual,REPAIR,0.411,85,85,85,autogen,REPAIR,19.698,85,85,85
236-A-bug-18007495-18007529,11,89,89,89,89,0,0,27,manual,REPAIR,106.516,85,85,85,autogen,REPAIR,30.117,85,85,85
236-A-bug-18227052-18227120,11,91,65,39,38,52,27,75,manual,TIMEOUT,10m,,,,autogen,NOREPAIR,290.143,,,
236-A-bug-18338107-18338153,11,91,62,37,37,54,25,63,manual,REPAIR,158.013,43,85,85,autogen,NOREPAIR,267.187,,,
245-B-bug-15450004-15450022,11,26,18,4,2,22,16,51,manual,TIMEOUT,10m,,,,autogen,REPAIR,261.668,11,20,20
245-B-bug-15926715-15927032,11,26,18,4,2,22,16,51,manual,NOREPAIR,241.346,,,,autogen,TIMEOUT,10m,,,
276-B-bug-10441668-10441759,11,33,28,6,1,27,27,30,manual,NOREPAIR,519.770,,,,autogen,NOREPAIR,98.164,,,
276-B-bug-13314488-13314500,11,33,25,6,1,27,24,55,manual,REPAIR,51.034,8,16,16,autogen,REPAIR,57.841,10,16,16
276-B-bug-14833281-14833300,11,41,36,6,1,35,35,45,manual,REPAIR,362.835,13,27,27,autogen,NOREPAIR,201.420,,,
